Relatório de vias;;;;;;;;;;;;;;;
2019 - 20201 - 2021;;;;;;;;;;;;;;;
LATITUDE;LONGITUDE;DATA DA MONITORAÇÃO;SENTIDO GEOGRÁFICO;UF;Município;VIA MONITORADA POR CAMERAS;POSSUI COMERCIO AMBILANTE;ZONA;VITIMA FATAL;MEDIA DE VEICULOS;PASSAGEM DE VEICULOS PESADOS;POLICIAMENTO RODOVIARIO;OCORRENCIAS DIARIAS;;
-22,76073265;-42,84519676;06/04/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;25;0;1;93;;
-22,76240493;-42,84894012;06/04/2021;Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;105;1;1;100;;
-22,76472839;-42,85491916;06/04/2021;Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;86;1;2;103;;
-22,76552606;-42,85672097;06/04/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;45;0;3;105;;
-22,767321;-42,861307;06/04/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;215;0;3;66;;
-22,75760718;-42,88384216;06/04/2021;Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;125;0;1;43;;
-22,75772689;-42,88361941;07/04/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;58;1;1;128;;
-22,75622668;-42,88671652;08/04/2021;Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;187;1;1;20;;
-22,75654677;-42,88689841;09/04/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;41;0;2;21;;
-22,75651925;-42,88695574;10/04/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;248;0;1;93;;
-22,75642253;-42,88691495;11/04/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;12;1;1;56;;
-22,75529465;-42,88884674;12/04/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;42;1;1;113;;
-22,75608444;-42,88802338;13/04/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;58;1;1;82;;
-22,75598717;-42,88831329;14/04/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;32;1;3;46;;
-22,75553385;-42,88894919;15/04/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;241;1;3;102;;
-22,75585544;-42,89135758;16/04/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;116;1;2;71;;
-22,75577164;-42,89143753;17/04/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;175;0;2;32;;
-22,75616798;-42,89159273;18/04/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;35;0;2;41;;
-22,75662422;-42,8921814;19/04/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;133;0;1;61;;
-22,75669025;-42,89245688;20/04/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;186;1;3;40;;
-22,75679936;-42,89251797;21/04/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;142;1;3;118;;
-22,75788457;-42,8941102;22/04/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;13;1;1;70;;
-22,75844855;-42,89491111;23/04/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;174;0;2;62;;
-22,75859289;-42,89494704;24/04/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;64;0;2;70;;
-22,75865008;-42,89514653;25/04/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;95;1;1;83;;
-22,75976928;-42,89660867;26/04/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;55;1;1;21;;
-22,75980824;-42,89665326;27/04/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;114;1;1;99;;
-22,76068844;-42,89788708;28/04/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;36;0;2;115;;
-22,76420734;-42,90278915;29/04/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;105;0;2;15;;
-22,76520314;-42,90409371;30/04/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;165;0;2;100;;
-22,76547458;-42,90521555;01/05/2021;Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;228;1;1;124;;
-22,76696657;-42,9073697;02/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;210;1;3;102;;
-22,76710229;-42,90740758;03/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;113;1;3;100;;
-22,76829468;-42,90838055;04/05/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;16;1;2;40;;
-22,7673258;-42,91111708;05/05/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;124;1;3;70;;
-22,76728821;-42,91119766;06/05/2021;Norte;RJ;Itaboraí;Sim;3;Urbana;Não fatal;117;0;3;61;;
-22,76931953;-42,91822052;07/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;94;1;3;62;;
-22,7672692;-42,9125397;08/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;92;1;2;68;;
-22,7675181;-42,91460294;09/05/2021;Norte/Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;148;0;1;168;;
-22,767519;-42,9148547;10/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;160;0;3;57;;
-22,76778428;-42,91533686;11/05/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;233;0;3;46;;
-22,7678579;-42,9156024;12/05/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;153;0;1;53;;
-22,76796235;-42,91568287;13/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;169;0;3;55;;
-22,76775199;-42,91516602;14/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;227;0;1;52;;
-22,7676143;-42,9152215;15/05/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;180;1;3;89;;
-22,76802634;-42,91582469;16/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;181;1;3;69;;
-22,76806128;-42,91588705;17/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;104;0;3;66;;
-22,76814351;-42,91605569;18/05/2021;Norte;RJ;Itaboraí;Não;1;Urbana;Não fatal;168;0;2;30;;
-22,76822791;-42,9161479;19/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;172;0;3;73;;
-22,76834693;-42,91623708;20/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;141;0;2;85;;
-22,76826995;-42,91641947;21/05/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;208;0;1;99;;
-22,76900387;-42,91725464;22/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;79;1;1;73;;
-22,7688997;-42,9175784;23/05/2021;Norte/Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;110;0;3;90;;
-22,77008867;-42,91977525;24/05/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;176;1;2;55;;
-22,77120654;-42,92392295;25/05/2021;Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;79;1;3;120;;
-22,77126404;-42,92563386;26/05/2021;Norte/Sul;RJ;Itaboraí;Não;1;Urbana;Não fatal;121;0;1;114;;
-22,77149036;-42,92603794;27/05/2021;Sul;RJ;Itaboraí;Não;3;Urbana;Não fatal;37;1;2;16;;
-22,77147055;-42,92972591;28/05/2021;Norte;RJ;Itaboraí;Não;3;Urbana;Não fatal;130;1;3;94;;
-22,77169228;-42,9307785;29/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;103;1;2;44;;
-22,77207167;-42,93361575;30/05/2021;Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;71;1;1;52;;
-22,77268028;-42,9335022;31/05/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;28;1;3;122;;
-22,77320142;-42,93480664;01/06/2021;Norte;RJ;Itaboraí;Não;2;Urbana;Não fatal;42;0;3;52;;
-22,77248454;-42,93394403;02/06/2021;Sul;RJ;Itaboraí;Não;2;Urbana;Não fatal;248;0;1;98;;
-22,77361444;-42,93737356;03/06/2021;Norte/Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;243;0;1;65;;
-22,77428901;-42,93784839;04/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;196;0;1;16;;
-22,77400017;-42,93799973;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;242;1;1;56;;
-22,77389908;-42,93840027;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;108;1;3;129;;
-22,77399994;-42,93865129;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;118;1;2;76;;
-22,77461543;-42,93926753;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;93;1;2;83;;
-22,77524086;-42,94122667;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;114;0;1;99;;
-22,77448516;-42,94489221;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;150;1;2;31;;
-22,77457245;-42,94144435;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;130;1;2;21;;
-22,77474558;-42,94233397;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;144;1;3;77;;
-22,77467447;-42,94549663;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;219;0;1;108;;
-22,77531923;-42,94535067;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;180;0;2;63;;
-22,77690456;-42,95136228;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;224;0;1;37;;
-22,77683798;-42,95110571;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;110;0;3;105;;
-22,77684738;-42,95225646;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;63;0;3;15;;
-22,77713332;-42,9521941;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;218;0;1;19;;
-22,77795696;-42,95411182;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;97;0;2;72;;
-22,77756054;-42,95586035;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;52;0;1;88;;
-22,77904528;-42,96123331;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;249;1;1;74;;
-22,78003417;-42,96536643;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;57;1;1;82;;
-22,78019646;-42,96531446;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;79;0;2;33;;
-22,77995071;-42,96586767;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;227;1;3;57;;
-22,78008116;-42,96655331;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;62;0;3;70;;
-22,78059585;-42,96842985;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;195;1;2;61;;
-22,78107406;-42,97054142;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;196;0;2;27;;
-22,78100147;-42,97081595;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;108;0;3;116;;
-22,78155196;-42,97391832;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;216;1;2;93;;
-22,7830042;-42,97699582;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;16;1;2;59;;
-22,78310961;-42,97690295;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;214;1;1;126;;
-22,7843803;-42,98355173;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;36;1;2;96;;
-22,78394639;-42,9838036;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;36;0;1;36;;
-22,78431918;-42,98557319;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;167;0;1;109;;
-22,78495997;-42,98625547;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;212;0;3;125;;
-22,7844113;-42,98743967;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;137;1;1;28;;
-22,78571975;-42,99115918;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;191;0;2;66;;
-22,78562541;-42,99087907;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;178;1;3;13;;
-22,78565949;-42,99165476;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;249;0;2;93;;
-22,78577912;-42,99210504;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;180;1;2;80;;
-22,7857649;-42,99203027;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;46;1;3;71;;
-22,78594584;-42,99220689;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;135;0;3;82;;
-22,78607185;-42,99314708;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;86;0;2;32;;
-22,78606443;-42,9933982;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;194;1;2;55;;
-22,78609573;-42,99354272;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;35;1;1;96;;
-22,78612984;-42,9936834;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;67;0;2;123;;
-22,78637011;-42,99187614;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;161;1;3;49;;
-22,78644282;-42,9922078;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;72;1;1;73;;
-22,78660011;-42,99272156;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;24;0;1;75;;
-22,78641534;-42,99480017;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;185;1;1;100;;
-22,78668016;-42,99337117;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;249;1;1;92;;
-22,78682851;-42,99382984;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;89;0;1;77;;
-22,78709487;-42,99537654;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;111;0;1;62;;
-22,78708707;-42,99547413;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;33;0;2;85;;
-22,78708668;-42,99555491;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;66;1;1;37;;
-22,78714278;-42,99561795;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;200;0;2;130;;
-22,78735774;-42,99637277;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;50;1;1;39;;
-22,7874106;-42,99662892;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;133;0;3;74;;
-22,78742018;-42,99673956;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;236;0;2;27;;
-22,78739885;-42,99881928;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;67;1;3;34;;
-22,78702298;-42,99819633;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;195;1;1;29;;
-22,78737072;-42,99910057;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;98;1;2;64;;
-22,78739329;-42,99916394;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;180;0;3;30;;
-22,78734908;-42,99933862;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;105;1;1;103;;
-22,78735929;-42,99942814;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;23;1;1;73;;
-22,78742451;-42,99960651;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;106;1;3;128;;
-22,78744954;-42,9996682;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;76;0;1;50;;
-22,78761175;-43,00022608;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;48;1;2;33;;
-22,7876211;-43,00038233;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;200;0;2;83;;
-22,78770905;-43,00064262;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;142;0;3;46;;
-22,78769467;-43,00074242;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;144;0;3;121;;
-22,78777256;-43,0010207;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;237;1;2;71;;
-22,787801;-43,00117426;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;225;1;2;61;;
-22,78773547;-43,0013315;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;130;1;2;61;;
-22,78783191;-43,00142236;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;89;1;3;128;;
-22,7884673;-43,00161504;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;92;1;1;106;;
-22,78791691;-43,00160442;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;240;0;2;99;;
-22,78851645;-43,00174951;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;227;1;3;33;;
-22,78791475;-43,00173786;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;70;1;1;29;;
-22,78795277;-43,00185654;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;106;0;1;78;;
-22,78860092;-43,00199127;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;90;0;3;67;;
-22,78802046;-43,00203558;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;194;1;3;21;;
-22,78804952;-43,00218344;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;241;1;2;25;;
-22,78866959;-43,00221634;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;85;1;1;39;;
-22,78796946;-43,00235812;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;208;1;1;70;;
-22,7880829;-43,00239097;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;76;1;2;110;;
-22,78869247;-43,00242233;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;108;1;2;17;;
-22,78808198;-43,00243422;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;70;0;1;87;;
-22,78809898;-43,00247781;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;111;1;1;20;;
-22,78808198;-43,00263606;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;74;1;3;15;;
-22,78812185;-43,00267562;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;75;1;1;127;;
-22,78881073;-43,00268555;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;130;1;3;60;;
-22,78811443;-43,00275307;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;23;0;1;31;;
-22,78817749;-43,00296497;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;172;0;3;34;;
-22,78826837;-43,00360668;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;175;0;2;82;;
-22,7882999;-43,00370861;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;163;0;3;59;;
-22,78832246;-43,00381053;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;66;0;3;80;;
-22,78834626;-43,00383903;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;175;1;2;62;;
-22,78900094;-43,00369922;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;121;1;3;66;;
-22,7883951;-43,00430708;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;52;0;2;27;;
-22,7891982;-43,00441096;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;126;1;2;19;;
-22,78922412;-43,00471511;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;62;0;3;24;;
-22,78928566;-43,00494766;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Vitima Fatal;38;0;2;108;;
-22,78933716;-43,00508499;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;229;1;1;55;;
-22,78881703;-43,00585102;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;64;0;1;18;;
-22,78884052;-43,00610315;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Vitima Fatal;78;1;3;91;;
-22,78888318;-43,00651319;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;81;0;2;40;;
-22,78902475;-43,00619535;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Vitima Fatal;179;1;1;129;;
-22,78899044;-43,00619602;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;42;1;3;18;;
-22,78932762;-43,00587463;05/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;132;1;3;95;;
-22,78891594;-43,00668117;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;233;0;2;52;;
-22,78955078;-43,00603867;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;191;1;2;75;;
-22,78916199;-43,00740637;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;87;1;1;74;;
-22,78950882;-43,00623322;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;103;0;1;20;;
-22,78922134;-43,00745666;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;85;0;2;35;;
-22,79170527;-43,01986892;05/06/2021;Norte/Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;236;1;2;55;;
-22,7895565;-43,00632858;05/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;164;0;2;124;;
-22,78959465;-43,00643539;05/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;242;0;3;37;;
-22,78962923;-43,00662923;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;116;0;2;35;;
-22,78914962;-43,00774366;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;218;1;2;68;;
-22,78916755;-43,00788648;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;31;0;1;43;;
-22,78926832;-43,00810006;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;87;1;1;73;;
-22,78934869;-43,008263;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;27;0;2;72;;
-22,78935827;-43,00868679;05/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;222;0;3;61;;
-22,78938485;-43,00875586;05/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;68;0;3;90;;
-22,78938794;-43,00884739;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;70;0;1;130;;
-22,78945965;-43,00892752;05/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;78;1;3;64;;
-22,78947233;-43,00898552;06/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;49;1;3;94;;
-22,78948871;-43,00909281;07/06/2021;Sul;RJ;São Gonçalo;Não;1;Urbana;Não fatal;27;1;3;16;;
-22,78954249;-43,00923396;08/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;240;1;2;80;;
-22,78957186;-43,00929364;09/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;168;0;2;12;;
-22,79035187;-43,00981903;10/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;64;1;1;107;;
-22,78968993;-43,00963964;11/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;109;1;3;36;;
-22,79038811;-43,00994873;12/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;144;1;3;100;;
-22,78959875;-43,00977275;13/06/2021;Sul;RJ;São Gonçalo;Não;2;Urbana;Não fatal;27;1;1;94;;
-22,79046249;-43,01023865;14/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;153;1;2;31;;
-22,79048729;-43,01033402;15/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;162;1;3;89;;
-22,79049873;-43,01055908;16/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;177;1;2;63;;
-22,79053116;-43,01063538;17/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;216;0;3;123;;
-22,7904644;-43,01089478;18/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;116;0;3;98;;
-22,79048538;-43,01096344;19/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;20;1;3;32;;
-22,79050064;-43,01101303;20/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;96;1;2;94;;
-22,79049683;-43,01107407;21/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;224;0;1;79;;
-22,79049683;-43,0111351;22/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;176;0;1;123;;
-22,79052162;-43,0112114;23/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;219;1;3;31;;
-22,79062653;-43,01142883;24/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;146;1;2;119;;
-22,79071617;-43,01153946;25/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;227;0;2;125;;
-22,79000769;-43,01123455;26/06/2021;Sul;RJ;São Gonçalo;Não;3;Urbana;Não fatal;120;1;1;103;;
-22,79179192;-43,01659393;27/06/2021;Norte;RJ;São Gonçalo;Não;2;Urbana;Não fatal;27;1;1;129;;
-22,79183579;-43,01673126;28/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;101;1;2;83;;
-22,79186058;-43,01708984;29/06/2021;Norte;RJ;São Gonçalo;Não;1;Urbana;Não fatal;205;1;2;84;;
-22,79187775;-43,01718521;30/06/2021;Norte;RJ;São Gonçalo;Não;3;Urbana;Não fatal;29;0;1;115;;
